관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명,
47250-00005,화개공원,수변공원,,경상북도 상주시 화개동 323-1번지 일원,36.407677,128.176514,94229,,,,,,2013-08-19,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00006,태평성대 경상감영공원,문화공원,,경상북도 상주시 복룡동 161-75,36.420436,128.179705,65114,,,,,,2013-09-12,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00007,성동공원,어린이공원,,경상북도 상주시 성동동 67-3번지 일원,36.414907,128.169173,2600,,"그네, 회전놀이기구 등",,,,1985-12-07,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00001,만산 제1 공원,어린이공원,,경상북도 상주시 만산동 496-2번지 일원,36.432624,128.155227,2800,,,,,,1985-12-07,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00002,만산 제2 공원,어린이공원,,경상북도 상주시 만산동 638-2번지 일원,36.429260,128.153108,2500,,,,,,1985-12-07,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00003,무양 제1 공원,어린이공원,,경상북도 상주시 무양동 1-300번지 일원,36.422207,128.152094,1900,,,,,,1985-12-07,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00004,무양 제3공원,어린이공원,,경상북도 상주시 무양동 280번지 일원,36.417526,128.152998,1800,,"그네,흔들놀이기구, 조합놀이대 등",,,,1990-01-08,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00005,무양 제2공원,어린이공원,,경상북도 상주시 무양동 289번지 일원,36.418864,128.150328,2167,,"그네,흔들놀이기구, 조합놀이대 등",,,,1990-01-08,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00006,만산공원,근린공원,,경상북도 상주시 만산동 595번지 일원,36.430107,128.149146,694600,,,,,,1993-01-15,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00007,무양 제4공원,어린이공원,,경상북도 상주시 무양동 308번지 일원,36.423320,128.153984,1500,,"흔들놀이기구, 조합놀이대 등",,,,2007-12-31,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00001,남산공원,근린공원,,경상북도 상주시 신봉동 산2-1번지 일원,36.405030,128.155160,612900,"배드민턴장, 궁도장",,"주차장, 화장실 등",,,1965-12-31,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00002,신봉 제1 공원,어린이공원,,경상북도 상주시 신봉동 107-10번지 일원,36.405190,128.161831,1500,,,,,,1985-12-07,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00003,가장공원,소공원,,경상북도 상주시 가장동 748 일원,36.376643,128.148054,177.7,,,,,,2011-03-17,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00004,가장공원,어린이공원,,경상북도 상주시 가장동 724 일원,36.377452,128.149432,1537.5,,"흔들의자, 조합놀이대 등",,,,2011-03-17,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00004,함창공원,근린공원,,경상북도 상주시 함창읍 오동리 598-1번지 일원,36.566221,128.183414,40600,,,,,,1972-08-23,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00008,증촌공원,근린공원,,경상북도 상주시 함창읍 증촌리 181-1번지 일원,36.562028,128.171889,45400,,,,,,1972-08-23,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00001,태봉공원,근린공원,,경상북도 상주시 화서면 상현리 377-1번지 일원,36.443970,127.946759,49000,,,,,,1975-03-13,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00003,지산공원,근린공원,,경상북도 상주시 화서면 지산리 산48번지 일원,36.442274,127.949186,13000,,,,,,1975-03-13,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00001,산현공원,어린이공원,,경상북도 상주시 공성면 옥산리 127번지 일원,36.282686,128.096782,2500,,,,,,1977-04-28,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00002,옥산공원,어린이공원,,경상북도 상주시 공성면 옥산리 143번지 일원,36.284899,128.095225,1740,,,,,,1977-04-28,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00004,평천공원,근린공원,,경상북도 상주시 공성면 평천리 1034-1번지 일원,36.284569,128.098221,15000,,,,,,1977-04-28,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00002,월로공원,어린이공원,,경상북도 상주시 청리면 월로리 641번지 일원,36.340285,128.134218,2000,,,,,,1977-04-28,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00003,원장공원,어린이공원,,경상북도 상주시 청리면 청하리 815번지 일원,36.335972,128.128359,3500,,,,,,1977-04-28,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00004,청하공원,근린공원,,경상북도 상주시 청리면 청하리 산46-3번지 일원,36.336940,128.131518,59000,,,,,,1977-04-28,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00007,윤직공원,어린이공원,,경상북도 상주시 함창읍 윤직리 606번지 일원,36.580748,128.193590,2900,,,,,,1984-09-14,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00001,구향공원,어린이공원,,경상북도 상주시 함창읍 구향리 514번지 일원,36.570713,128.173096,1520,,,,,,1985-12-13,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00005,오동공원,어린이공원,,경상북도 상주시 함창읍 오동리 718번지 일원,36.568132,128.186927,1570,,,,,,1985-12-19,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00006,오사공원,어린이공원,,경상북도 상주시 함창읍 오사리 181-1번지 일원,36.564698,128.178959,1540,,,,,,1985-12-19,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00002,화령공원,근린공원,,경상북도 상주시 화서면 상현리 산1-3번지 일원,36.446170,127.956521,12450,,,,,,1993-06-29,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00001,마공공원,근린공원,,경상북도 상주시 청리면 마공리 1193번지 일원,36.323827,128.125691,39146.4,,,,,,1996-07-25,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00003,산현 제2공원,어린이공원,,경상북도 상주시 공성면 이화리 940번지 일원,36.277531,128.093714,2370,,,,,,1999-05-29,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00002,성동공원,어린이공원,,경상북도 상주시 함창읍 구향리 93-1번지 일원,36.571627,128.183921,1359,,,,,,1985-12-19,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00003,성동 제2공원,어린이공원,,경상북도 상주시 함창읍 구향리 94-5번지 일원,36.571421,128.183472,1688.6,,,,,,2010-01-06,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00001,2호근린공원,근린공원,,경상북도 상주시 은척면 남곡리 670 일원,36.534142,128.035051,15996.9,,,,,,2006-09-04,경상북도 상주시청,054-537-5604,2019-05-27,5110000,경상북도 상주시,
47250-00002,1호근린공원,근린공원,,경상북도 상주시 은척면 남곡리 675 일원,36.536095,128.036546,110239.3,,,,,,2006-09-04,경상북도 상주시청,054-537-5604,2019-05-27,5110000,경상북도 상주시,
47250-00001,호랑이와곶감테마공원,역사공원,경상북도 상주시 외남면 소은1길 59-12,경상북도 상주시 외남면 소은리 441 일원,36.376457,128.103568,32021,,조합놀이대 등,"주차장, 화장실 등",,체험장 등,2010-07-12,경상북도 상주시청,054-537-6316,2019-05-27,5110000,경상북도 상주시,
47250-00002,복룡3공원,소공원,,경상북도 상주시 복룡동 201-10 일원,36.418766,128.176345,1112,,,,,,2015-06-08,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00003,복룡2공원,소공원,,경상북도 상주시 복룡동 190-2 일원,36.418916,128.177891,1138,,,,,,2015-06-08,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00004,복룡1공원,소공원,,경상북도 상주시 복룡동 199 일원,36.420274,128.175715,950,,,,,,2015-06-08,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00005,복룡1공원,역사공원,,경상북도 상주시 복룡동 504-3 일원,36.418905,128.177180,6398,,,,,,2015-06-08,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00006,복룡2공원,역사공원,,경상북도 상주시 복룡동 207-2 일원,36.417269,128.174665,1603,,,,,,2015-06-08,경상북도 상주시청,054-537-7525,2019-05-27,5110000,경상북도 상주시,
47250-00007,곤충테마생태공원,문화공원,,경상북도 상주시 함창읍 교촌리 1 일원,36.579102,128.163152,80568,,,,,,2015-11-16,경상북도,054-530-6600,2019-05-27,5110000,경상북도 상주시,
46720-00001,교죽공원,근린공원,,전라남도 곡성군 곡성읍 교촌리 200,35.285994,127.284343,46517,,,,,,1985-09-16,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00002,묘천공원,근린공원,,전라남도 곡성군 곡성읍 묘천리 76,35.278809,127.299338,27352,,,,,,2010-06-12,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00003,석곡공원,근린공원,,전라남도 곡성군 석곡면 능파리 43-1,35.133501,127.259636,96815,,,,,,1977-01-27,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00004,죽림공원,근린공원,,전라남도 곡성군 옥과면 죽림리 188,35.278784,127.138520,82314,,,,,,1977-01-27,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00005,충의공원,근린공원,,전라남도 곡성군 곡성읍 묘천리 331,35.269828,127.295006,314450,,,,,,1972-08-23,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00006,교죽공원,어린이공원,,전라남도 곡성군 곡성읍 읍내리 567,35.285910,127.295619,1500,,,,,,1985-09-16,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00007,리문공원,어린이공원,,전라남도 곡성군 옥과면 리문리 254-4,35.275297,127.138096,1962,,,,,,2009-01-20,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00008,오지공원,어린이공원,,전라남도 곡성군 오곡면 오지리 647,35.271148,127.317614,1500,,,,,,2009-01-20,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00009,곡성생활체육공원,체육공원,,전라남도 곡성군 곡성읍 교촌리 44-3,35.282202,127.285584,45132,,,,,,2010-06-04,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00010,심청마을1,소공원,,전라남도 곡성군 오곡면 송정리 225,35.229823,127.360652,2495,,,,,,2015-11-05,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00011,심청마을2,소공원,,전라남도 곡성군 오곡면 송정리 213,35.230665,127.358142,1887,,,,,,2015-11-05,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00012,심청마을3,소공원,,전라남도 곡성군 오곡면 송정리 217,35.230205,127.357960,342,,,,,,2015-11-05,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00013,옥과공원,소공원,,전라남도 곡성군 옥과면 옥과리104-9,35.276818,127.135863,1390,,,,,,2005-10-01,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00014,운곡1,소공원,,전라남도 곡성군 오산면 운곡리 88-10,35.269298,127.114323,1031,,,,,,2016-07-05,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00015,운곡2,소공원,,전라남도 곡성군 오산면 운곡리 88-16,35.267340,127.113749,1697,,,,,,2016-07-05,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00016,햇살공원,소공원,,전라남도 곡성군 죽곡면 태평리 산105-1번지,35.144076,127.312967,1200,,,,,,2010-06-04,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
46720-00017,기차공원,문화공원,,전라남도 곡성군 오곡면 오지리 770-5,35.278095,127.307465,784,,,,,,2017-02-09,곡성군,061-360-8278,2019-06-27,4860000,전라남도 곡성군,
11470-00025,마장,어린이공원,,서울특별시 양천구 목4동 791-22,37.533508,126.864686,785.4,야외헬스형운동기구 5개,"조합놀이대, 그네",,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-3575,2019-05-29,3140000,서울특별시 양천구,
11470-00026,정목,어린이공원,,서울특별시 양천구 목4동 767-1,37.536923,126.868305,987.3,야외헬스형운동기구 6개,"조합놀이대, 그네, 흔들놀이",,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-3575,2019-05-29,3140000,서울특별시 양천구,
11470-00027,나말,어린이공원,,서울특별시 양천구 목4동 724-1,37.538689,126.864464,1002.2,야외헬스형운동기구 6개,조합놀이대,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-3575,2019-05-29,3140000,서울특별시 양천구,
11470-00028,영도,어린이공원,,서울특별시 양천구 목5동 903-2,37.535067,126.872941,2985.4,야외헬스형운동기구 5개,"조합놀이대, 그네, 시소",,,,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-3575,2019-05-29,3140000,서울특별시 양천구,
11470-00029,진달래,어린이공원,,서울특별시 양천구 목5동 904-1,37.531972,126.870154,6517,야외헬스형운동기구 8개,"조합놀이대 2, 그네2, 흔들놀이",,,,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-3575,2019-05-29,3140000,서울특별시 양천구,
11470-00030,은하수,어린이공원,,서울특별시 양천구 목5동 913-1,37.533387,126.878583,3815.8,야외헬스형운동기구 1개,"조합놀이대, 그네",,,,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-3575,2019-05-29,3140000,서울특별시 양천구,
11470-00031,장미,어린이공원,,서울특별시 양천구 목5동 912-1,37.534427,126.882744,3963.8,야외헬스형운동기구 7개,"조합놀이대, 그네, 시소, 흔들놀이",,,,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-3575,2019-05-29,3140000,서울특별시 양천구,
11470-00032,햇님,어린이공원,,서울특별시 양천구 목5동 901-2,37.539933,126.879386,2299.5,야외헬스형운동기구 5개,"조합놀이대, 그네",,,,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-3575,2019-05-29,3140000,서울특별시 양천구,
11470-00033,별님,어린이공원,,서울특별시 양천구 목5동 902-2,37.537814,126.875231,4211.4,야외헬스형운동기구 7개,"조합놀이대, 그네",,,,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-3575,2019-05-29,3140000,서울특별시 양천구,
11470-00034,달님,어린이공원,,서울특별시 양천구 목5동 911-5,37.535171,126.885482,3659.2,야외헬스형운동기구 3개,"조합놀이대, 그네",,,,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-3575,2019-05-29,3140000,서울특별시 양천구,
11470-00035,신월,어린이공원,,서울특별시 양천구 신월1동 240,37.527015,126.838167,1148.2,야외헬스형운동기구 4개,"조합놀이대, 시소, 흔들놀이2, 회전놀이",,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-3575,2019-05-29,3140000,서울특별시 양천구,
11470-00036,곰달래,어린이공원,,서울특별시 양천구 신월1동 234-11외 4,37.528711,126.837905,945.1,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-3575,2019-05-29,3140000,서울특별시 양천구,
11470-00037,반곡,어린이공원,,서울특별시 양천구 신월1동 230-1,37.529181,126.835481,946.7,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-3575,2019-05-29,3140000,서울특별시 양천구,
